allan1,allan2
85714,35142
85721,35149
85728,35154
85735,35159
85741,35166
85749,35171
85755,35177
85762,35182
85768,35189
85775,35194
85782,35200
85788,35205
85795,35212
85801,35217
85809,35223
85815,35229
85821,35235
85828,35240
85834,35246
85842,35252
85848,35258
85854,35263
85861,35270
85868,35275
85875,35281
85881,35287
85888,35293
85894,35298
85901,35304
85907,35310
85914,35316
85921,35321
85927,35327
85934,35333
85941,35339
85948,35345
85954,35350
85960,35356
85968,35362
85974,35368
85981,35373
85988,35379
85994,35385
86001,35391
86008,35396
86015,35402
86021,35408
86027,35413
86035,35420
86041,35425
86048,35431
86054,35437
86061,35443
86068,35448
86075,35455
86081,35460
86088,35466
86094,35472
86102,35477
86108,35484
86115,35489
86121,35495
86128,35501
86134,35506
86141,35512
86147,35518
86154,35524
86161,35530
86168,35536
86174,35541
86181,35548
86188,35553
86194,35558
86201,35565
86207,35570
86214,35576
86221,35581
86227,35588
86234,35593
86241,35599
86247,35605
86254,35611
86260,35616
86267,35622
86274,35628
86280,35634
86287,35639
86293,35646
86301,35651
86307,35656
86314,35662
86320,35668
86327,35673
86333,35680
86341,35685
86347,35692
86353,35697
86360,35703
86367,35709
86374,35715
86380,35720
86387,35727
86393,35732
86400,35737
86406,35744
86414,35750
86420,35755
86427,35761
86433,35767
86440,35772
86446,35778
86453,35784
86460,35789
86466,35796
86473,35801
86479,35808
86486,35813
86493,35819
86500,35824
86506,35831
86513,35836
86519,35842
86527,35848
86533,35853
86539,35860
86546,35865
86552,35870
86559,35877
86565,35883
86572,35888
86579,35894
86585,35900
86592,35905
86598,35911
86605,35917
86612,35922
86618,35928
86625,35934
86632,35939
86638,35945
86645,35951
86652,35956
86658,35963
86665,35968
86671,35974
86678,35980
86684,35985
86691,35992
86698,35997
86705,36003
86711,36009
86718,36015
86725,36020
86732,36026
86738,36032
86745,36037
86751,36044
86758,36049
86765,36055
86771,36061
86778,36067
86784,36072
86791,36079
86798,36084
86804,36090
86811,36096
86818,36101
86824,36107
86831,36113
86838,36119
86845,36124
86851,36131
86858,36136
86865,36141
86872,36148
86878,36153
86885,36159
86891,36165
86899,36170
86905,36176
86912,36182
86918,36188
86925,36194
86931,36199
86938,36205
86944,36210
86951,36217
86958,36222
86964,36228
86971,36234
86978,36240
86985,36245
86991,36252
86998,36257
87004,36262
87010,36269
87017,36274
87023,36279
87030,36286
87036,36291
87044,36297
87050,36302
87057,36308
87064,36314
87070,36320
87077,36326
87083,36331
87090,36338
87097,36343
87104,36349
87111,36355
87117,36360
87123,36367
87131,36373
87137,36378
87144,36385
87150,36390
87157,36396
87163,36402
87170,36408
87177,36413
87184,36419
87190,36425
87197,36431
87203,36436
87209,36442
87216,36448
87223,36454
87229,36459
87236,36466
87244,36471
87250,36476
87256,36483
87263,36488
87269,36495
87276,36500
87283,36506
87289,36512
87296,36517
87303,36524
87310,36529
87316,36534
87323,36541
87330,36546
87336,36552
87343,36558
87350,36563
87355,36569
87362,36575
87370,36580
87377,36587
87383,36592
87389,36598
87396,36604
87402,36610
87409,36615
87416,36622
87422,36627
87429,36633
87436,36639
87442,36645
87450,36650
87457,36657
87463,36662
87470,36669
87477,36674
87483,36679
87490,36686
87496,36691
87502,36696
87509,36703
87517,36708
87522,36713
87529,36720
87536,36725
87543,36731
87550,36737
87556,36742
87563,36749
87570,36754
87576,36760
87583,36766
87590,36772
87597,36778
87603,36783
87609,36790
87617,36795
87622,36801
87629,36807
87636,36813
87643,36818
87649,36825
87655,36830
87662,36836
87668,36842
87675,36848
87683,36853
87689,36860
87696,36865
87702,36871
87709,36876
87716,36883
87722,36888
87730,36894
87737,36900
87743,36905
87750,36911
87756,36918
87763,36923
87770,36929
87776,36935
87783,36941
87789,36946
87796,36953
87803,36958
87809,36964
87816,36969
87823,36976
87830,36981
87836,36987
87842,36993
87850,36999
87856,37005
87863,37010
87869,37017
87876,37022
87883,37028
87890,37033
87896,37040
87903,37046
87909,37051
87916,37056
87923,37062
87930,37068
87937,37074
87943,37080
87950,37087
87956,37092
87963,37098
87970,37103
87976,37109
87983,37115
87989,37120
87996,37126
88002,37132
88009,37138
88016,37143
88022,37150
88029,37155
88035,37161
88043,37167
88049,37172
88056,37178
88062,37183
88069,37190
88076,37195
88082,37201
88088,37206
88095,37213
88101,37219
88108,37224
88115,37230
88121,37236
88128,37242
88134,37247
88141,37254
88147,37259
88154,37265
88161,37270
88167,37277
88174,37282
88181,37288
88187,37293
88194,37300
88201,37305
88208,37311
88213,37317
88221,37323
88227,37329
88233,37334
88241,37340
88247,37346
88253,37352
88261,37358
88267,37364
88274,37370
88280,37375
88287,37381
88294,37386
88300,37393
88307,37398
88314,37404
88320,37409
88326,37416
88334,37421
88340,37427
88346,37432
88353,37439
88360,37444
88366,37450
88372,37455
88379,37462
88386,37467
88392,37473
88399,37478
88405,37485
88412,37490
88419,37496
88425,37501
88432,37508
88438,37513
88446,37519
88452,37524
88458,37531
88465,37536
88471,37542
88479,37547
88485,37553
88492,37559
88499,37564
88505,37571
88511,37577
88518,37582
88525,37588
88532,37594
88538,37600
88544,37605
88552,37611
88558,37617
88565,37623
88571,37629
88577,37634
88585,37640
88591,37646
88598,37651
88604,37657
88612,37662
88618,37668
88625,37674
88631,37680
88638,37686
88645,37691
88652,37697
88658,37703
88665,37709
88671,37715
88679,37720
88685,37726
88692,37732
88698,37739
88705,37744
88711,37750
88717,37756
88724,37761
88730,37767
88737,37774
88744,37780
88750,37785
88757,37791
88763,37796
88770,37803
88776,37808
88784,37814
88790,37820
88796,37825
88803,37831
88809,37836
88817,37842
88823,37848
88829,37854
88836,37860
88843,37866
88849,37871
88857,37877
88862,37883
88870,37889
88876,37895
88883,37900
88889,37906
88896,37912
88902,37917
88910,37923
88916,37929
88922,37935
88929,37941
88936,37947
88942,37952
88948,37958
88955,37965
88962,37970
88969,37976
88975,37982
88982,37987
88989,37993
88995,37999
89002,38005
89008,38010
89015,38016
89022,38022
89028,38027
89035,38034
89042,38039
89048,38045
89054,38050
89061,38057
89068,38063
89075,38068
89081,38074
89088,38079
89095,38086
89101,38092
89108,38097
89115,38103
89121,38108
89128,38114
89135,38120
89141,38125
89147,38131
89154,38138
89161,38143
89167,38149
89175,38154
89181,38160
89187,38166
89194,38172
89201,38177
89208,38183
89215,38189
89220,38194
89227,38201
89234,38206
89240,38212
89247,38218
89253,38223
89259,38229
89267,38235
89273,38240
89280,38246
89286,38252
89293,38258
89299,38264
89307,38270
89313,38275
89320,38281
89326,38287
89332,38292
89339,38298
89347,38303
89352,38309
89360,38315
89366,38320
89372,38326
89380,38332
89386,38339
89392,38345
89400,38351
89406,38356
89412,38362
89420,38368
89426,38374
89432,38379
89439,38385
89445,38391
89452,38397
89459,38402
89465,38408
89472,38413
89478,38419
89486,38425
89492,38432
89499,38437
89505,38443
89513,38449
89519,38454
89526,38460
89532,38466
89538,38472
89546,38478
89552,38483
89559,38489
89565,38495
89572,38500
89579,38506
89585,38512
89591,38518
89598,38523
89605,38529
89611,38535
89618,38541
89624,38547
89632,38553
89638,38558
89644,38564
89651,38570
89657,38576
89664,38582
89671,38587
89677,38593
89684,38599
89691,38604
89697,38610
89703,38616
89710,38622
89717,38627
89723,38633
89729,38639
89737,38644
89743,38650
89750,38656
89756,38661
89762,38667
89770,38673
89776,38679
89782,38685
89790,38690
89796,38696
89802,38702
89809,38708
89816,38713
89822,38719
89829,38725
89836,38731
89842,38737
89848,38743
89856,38748
89862,38754
89868,38760
89875,38766
89882,38772
89888,38777
89895,38783
89902,38789
89908,38795
89915,38801
89922,38807
89928,38812
89935,38818
89942,38824
89948,38830
89955,38835
89962,38841
89968,38846
89975,38852
89982,38858
89988,38863
89996,38869
90002,38875
90008,38881
90015,38886
90022,38892
90028,38898
90035,38904
90042,38909
90048,38915
90055,38921
90061,38926
90068,38932
90074,38938
90082,38944
90088,38950
90094,38956
90101,38961
90108,38967
90115,38973
90121,38979
90128,38984
90134,38990
90141,38996
90147,39002
90154,39007
90161,39013
90167,39019
90174,39025
90181,39031
90187,39036
90194,39042
90201,39047
90208,39053
90214,39059
90220,39065
90228,39071
90234,39077
90240,39082
90247,39088
90254,39094
90261,39100
90267,39106
90273,39112
90280,39117
90287,39123
90293,39129
90299,39134
90306,39140
90313,39146
90320,39152
90326,39158
90333,39163
90339,39169
90346,39175
90353,39180
90360,39186
90366,39192
90373,39198
90380,39204
90386,39209
90392,39215
90400,39221
90406,39227
90413,39232
90419,39238
90425,39244
90432,39249
90438,39255
90446,39261
90452,39267
90459,39273
90465,39279
90473,39285
90479,39290
90486,39296
90492,39302
90498,39308
90505,39314
90511,39319
90519,39325
90525,39331
90532,39336
90538,39342
90544,39348
90552,39354
90558,39360
90564,39366
90571,39372
90578,39378
90584,39384
90591,39390
90597,39394
90604,39400
90612,39406
90618,39412
90625,39418
90631,39424
90638,39430
90645,39435
90652,39441
90658,39447
90664,39453
90672,39459
90678,39465
90685,39471
90691,39477
90698,39482
90705,39488
90711,39493
90717,39499
90725,39505
90731,39510
90738,39516
90744,39522
90750,39527
90758,39533
90764,39539
90771,39545
90777,39550
90784,39556
90791,39562
90797,39568
90804,39574
90810,39579
90817,39585
90824,39591
90830,39597
90837,39602
90844,39608
90850,39613
90857,39620
90863,39625
90870,39630
90877,39637
90883,39643
90890,39648
90897,39654
90903,39660
90910,39665
90916,39671
90923,39677
90929,39683
90936,39689
90942,39695
90949,39701
90955,39706
90963,39712
90969,39718
90976,39724
90983,39730
90989,39736
90995,39741
91003,39747
91009,39753
91016,39759
91023,39765
91029,39770
91036,39776
91043,39782
91049,39788
91055,39793
91063,39799
91069,39805
91075,39810
91082,39816
91088,39822
91095,39828
91102,39833
91109,39839
91115,39844
91122,39850
91129,39856
91135,39862
91142,39867
91149,39873
91155,39879
91163,39885
91169,39891
91176,39896
91182,39902
91189,39908
91195,39914
91202,39920
91209,39926
91215,39932
91223,39937
91229,39943
91235,39949
91242,39955
91248,39961
91255,39967
91262,39972
91268,39978
91275,39984
91281,39989
91289,39995
91295,40001
91301,40006
91308,40012
91314,40018
91321,40024
91328,40030
91334,40036
91341,40040
91347,40046
91355,40052
91361,40058
91367,40064
91374,40069
91380,40075
91387,40081
91393,40087
91400,40093
91406,40099
91413,40105
91420,40111
91426,40116
91433,40121
91440,40127
91446,40133
91453,40139
91460,40145
91466,40151
91473,40157
91480,40162
91487,40168
91493,40174
91500,40180
91506,40186
91512,40191
91519,40197
91526,40203
91533,40209
91539,40215
91546,40221
91552,40227
91559,40232
91566,40238
91572,40244
91579,40250
91585,40256
91592,40262
91598,40267
91605,40273
91612,40279
91619,40284
91625,40290
91631,40296
91638,40302
91644,40308
91652,40313
91658,40319
91665,40325
91671,40331
91678,40337
91684,40343
91691,40349
91698,40355
91704,40359
91711,40365
91718,40371
91724,40377
91731,40383
91738,40389
91745,40394
91751,40400
91758,40406
91764,40412
91771,40418
91779,40424
91785,40429
91792,40435
91798,40440
91805,40446
91811,40452
91818,40458
91824,40463
91832,40469
91838,40475
91845,40481
91852,40487
91858,40493
91865,40499
91871,40505
91877,40511
91885,40517
91891,40522
91897,40528
91905,40534
91911,40540
91917,40546
91925,40552
91931,40558
91937,40563
91945,40569
91951,40575
91958,40580
91964,40586
91971,40592
91978,40598
91984,40603
91990,40609
91998,40615
92004,40621
92010,40627
92017,40633
92024,40639
92031,40645
92037,40650
92043,40656
92051,40662
92057,40668
92063,40674
92070,40680
92076,40685
92083,40691
92090,40697
92096,40703
92103,40709
92110,40715
92116,40720
92123,40726
92130,40732
92136,40738
92143,40743
92149,40748
92156,40754
92163,40760
92169,40766
92176,40772
92183,40777
92189,40783
92195,40789
92203,40795
92209,40801
92215,40806
92223,40812
92229,40818
92236,40823
92242,40829
92249,40835
92256,40840
92262,40846
92270,40852
92276,40858
92283,40864
92289,40869
92295,40875
92303,40880
92309,40887
92315,40893
92323,40898
92329,40904
92335,40910
92342,40916
92349,40922
92355,40927
92362,40933
92368,40939
92375,40945
92382,40950
92388,40956
92395,40962
92402,40968
92408,40974
92415,40980
92421,40985
92428,40991
92435,40997
92441,41003
92448,41009
92455,41014
92461,41020
92467,41026
92474,41032
92481,41038
92487,41044
92494,41050
92501,41055
92507,41061
92513,41066
92521,41072
92527,41078
92533,41084
92540,41090
92547,41096
92553,41102
92560,41108
92567,41113
92574,41119
92580,41125
92587,41130
92594,41136
92600,41142
92607,41148
92614,41154
92620,41160
92627,41166
92634,41172
92640,41178
92647,41183
92654,41189
92660,41195
92667,41201
92673,41207
92680,41213
92687,41218
92693,41224
92700,41230
92707,41236
92713,41242
92719,41248
92726,41253
92733,41259
92739,41265
92745,41271
92752,41277
92759,41283
92766,41289
92772,41294
92778,41300
92785,41306
92792,41312
92798,41318
92805,41324
92811,41329
92818,41336
92825,41341
92831,41347
92838,41352
92844,41359
92851,41365
92858,41370
92864,41375
92871,41381
92878,41387
92884,41393
92890,41398
92897,41404
92904,41410
92910,41416
92918,41421
92924,41428
92931,41434
92938,41440
92944,41445
92951,41451
92958,41457
92964,41463
92971,41469
92977,41474
92984,41480
92991,41486
92997,41492
93003,41498
93011,41504
93017,41509
93024,41515
93031,41521
93037,41527
93043,41532
93049,41538
93057,41544
93063,41550
93070,41555
93076,41561
93084,41567
93090,41573
93096,41579
93103,41584
93110,41590
93116,41596
93123,41602
93130,41608
93137,41613
93143,41619
93149,41625
93157,41631
93163,41636
93170,41642
93176,41648
93183,41654
93190,41659
93196,41664
93203,41670
